seed,train,test
131493,0.8848920863309353,0.8327922077922076
548219,0.848826325600624,0.6188811188811189
412962,0.9205312382666645,0.619047619047619
976984,0.9065913805799106,0.6188811188811189
202578,0.8991438428204805,0.6450793650793651
215023,0.9138032857296252,0.5904761904761904
814265,0.9497186280014103,0.6733266733266733
205916,0.9065234779555784,0.7142857142857144
346876,0.9209864154307875,0.619047619047619
342547,0.906620309145476,0.7277722277722277
250751,0.9425355238197501,0.5644355644355644
299942,0.8839692802719847,0.5908927069566262
752782,0.9065913805799106,0.7256728778467908
402281,0.9135518652746974,0.7261904761904762
785371,0.9066104692003972,0.535873015873016
835671,0.8922542028601645,0.6655844155844154
523700,0.9280575539568345,0.7256728778467908
390797,0.8918493440541685,0.7514206422624554
101304,0.9497186280014103,0.8327922077922076
432071,0.9496664881299268,0.7213203463203464
253826,0.8913705799060284,0.7545356241739758
129638,0.9209044813470278,0.7256728778467908
929644,0.9353525217160987,0.7256728778467908
178753,0.9280575539568345,0.7542857142857142
659486,0.8991438428204805,0.5908927069566262
129442,0.9279598877289146,0.7213203463203464
864499,0.86155328007064,0.6450793650793651
820127,0.8848920863309353,0.7256728778467908
327105,0.9065234779555784,0.7278911564625852
976786,0.9353457094464289,0.7256728778467908
